,sentence,label
35,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
36,"Неожиданные проблемы с поставками материалов стали причиной задержки завершения строительства нового жилого комплекса на несколько месяцев.",1
37,"Строительство нового исследовательского центра откладывается из-за необходимости доработки проектной документации и получения дополнительных согласований от властей.",1
38,"Запуск нового терминала аэропорта, который должен был значительно увеличить пропускную способность, переносится из-за технических трудностей и задержек в поставках оборудования.",1
39,"Завершение строительства нового корпуса больницы, который должен был начать прием пациентов уже в этом месяце, откладывается из-за задержек в строительных работах и необходимости доработок.",1
40,"Ввод в эксплуатацию нового общежития для студентов университета задерживается из-за проблем с получением разрешений и нехваткой рабочих.",1
41,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на следующий год из-за проблем с подрядчиками и задержек в поставках материалов.",1
42,"Строительство нового жилого комплекса в пригороде затягивается из-за необходимости пересмотра проектной документации и задержек в поставках строительных материалов.",1
43,"Запуск нового логистического центра, который должен был начать работу в следующем месяце, откладывается из-за проблем с получением разрешений и нехваткой рабочей силы.",1
44,"Завершение реконструкции старого здания городской администрации откладывается на несколько месяцев из-за необходимости проведения дополнительных реставрационных работ и проблем с подрядчиками.",1
45,"Ввод в эксплуатацию нового промышленного комплекса, который должен был создать множество рабочих мест, откладывается на неопределенный срок из-за проблем с получением разрешений и нехваткой финансирования.",1
46,"Открытие нового жилого дома, который должен был принять первых жильцов уже этой весной, задерживается из-за проблем с подключением к инженерным сетям и задержек в строительных работах.",1
47,"Строительство нового бизнес-центра, который должен был стать крупнейшим в городе, затягивается из-за проблем с получением разрешений и нехваткой рабочих.",1
48,"Запуск новой ветки метро, который должен был значительно сократить время в пути для жителей, переносится из-за протестов местных жителей и сложностей с переселением.",1
49,"Завершение работ по возведению нового корпуса школы откладывается из-за проблем с подрядчиками и нехваткой строительных материалов.",1
0,"Новый жилой комплекс в пригороде, планировавшийся к сдаче в этом году, не будет завершен вовремя из-за проблем с получением необходимых разрешений и задержек в строительных работах.",1
1,"Открытие нового стадиона, который должен был стать основным спортивным объектом города, перенесено на несколько месяцев из-за обнаруженных дефектов в конструкции и необходимости их устранения.",1
2,"Завершение строительства новой детской больницы откладывается на неопределенный срок из-за нехватки финансирования и задержек в поставках медицинского оборудования.",1
3,"Строительство нового торгового центра в центре города замедлилось из-за проблем с подрядчиками и необходимости пересмотра проектной документации.",1
4,"Запуск новой ветки метро, которая должна была соединить несколько отдаленных районов города, переносится на следующий год из-за проблем с финансированием и технических трудностей.",1
5,"Проект строительства нового моста через реку, который должен был значительно сократить время в пути для жителей, задерживается из-за протестов местных экологов и необходимости пересмотра маршрута.",1
6,"Открытие нового университетского кампуса, которое должно было состояться в этом году, откладывается на несколько месяцев из-за задержек в строительных работах и необходимости доработки инфраструктуры.",1
7,"Завершение реконструкции исторического здания театра, начатое несколько лет назад, откладывается из-за дополнительных реставрационных работ и проблем с финансированием.",1
8,"Запуск нового медицинского центра, который должен был стать крупнейшим в регионе, переносится из-за задержек в получении лицензий и сертификации оборудования.",1
9,"Строительство нового жилого дома, который должен был стать частью крупного жилого комплекса, затягивается из-за проблем с поставками строительных материалов и нехватки рабочей силы.",1
10,"Ввод в эксплуатацию нового бизнес-центра, который должен был стать крупнейшим в городе, откладывается на неопределенный срок из-за проблем с получением разрешений и нехватки строительных материалов.",1
11,"Открытие нового музея, который должен был стать главным культурным объектом города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
12,"Завершение строительства нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
13,"Запуск нового промышленного предприятия, которое должно было создать множество рабочих мест, переносится на следующий год из-за проблем с получением разрешений и нехваткой рабочей силы.",1
14,"Строительство нового моста через реку задерживается из-за обнаружения археологических находок и необходимости проведения дополнительных исследований.",1
15,"Ввод в эксплуатацию нового торгового комплекса, который должен был стать крупнейшим в регионе, откладывается из-за проблем с подрядчиками и задержек в строительных работах.",1
16,"Открытие нового детского сада, который должен был начать работу в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
17,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
18,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
19,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
20,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
21,"Запланированное открытие нового музея, который должен был стать главной достопримечательностью города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
22,"Завершение строительства нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
23,"Запуск нового промышленного предприятия, которое должно было создать множество рабочих мест, переносится на следующий год из-за проблем с получением разрешений и нехваткой рабочей силы.",1
24,"Строительство нового моста через реку задерживается из-за обнаружения археологических находок и необходимости проведения дополнительных исследований.",1
25,"Ввод в эксплуатацию нового торгового комплекса, который должен был стать крупнейшим в регионе, откладывается из-за проблем с подрядчиками и задержек в строительных работах.",1
26,"Открытие нового детского сада, который должен был начать работу в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
27,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
28,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
29,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
30,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
31,"Неожиданные проблемы с поставками материалов стали причиной задержки завершения строительства нового жилого комплекса на несколько месяцев.",1
32,"Строительство нового исследовательского центра откладывается из-за необходимости доработки проектной документации и получения дополнительных согласований от властей.",1
33,"Запуск нового терминала аэропорта, который должен был значительно увеличить пропускную способность, переносится из-за технических трудностей и задержек в поставках оборудования.",1
34,"Завершение строительства нового корпуса больницы, который должен был начать прием пациентов уже в этом месяце, откладывается из-за задержек в строительных работах и необходимости доработок.",1
35,"Ввод в эксплуатацию нового общежития для студентов университета задерживается из-за проблем с получением разрешений и нехваткой рабочих.",1
36,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на следующий год из-за проблем с подрядчиками и задержек в поставках материалов.",1
37,"Строительство нового жилого комплекса в пригороде затягивается из-за необходимости пересмотра проектной документации и задержек в поставках строительных материалов.",1
38,"Запуск нового логистического центра, который должен был начать работу в следующем месяце, откладывается из-за проблем с получением разрешений и нехваткой рабочей силы.",1
39,"Завершение реконструкции старого здания городской администрации откладывается на несколько месяцев из-за необходимости проведения дополнительных реставрационных работ и проблем с подрядчиками.",1
40,"Ввод в эксплуатацию нового промышленного комплекса, который должен был создать множество рабочих мест, откладывается на неопределенный срок из-за проблем с получением разрешений и нехваткой финансирования.",1
41,"Открытие нового жилого дома, который должен был принять первых жильцов уже этой весной, задерживается из-за проблем с подключением к инженерным сетям и задержек в строительных работах.",1
42,"Строительство нового бизнес-центра, который должен был стать крупнейшим в городе, затягивается из-за проблем с получением разрешений и нехваткой рабочих.",1
43,"Запуск новой ветки метро, который должен был значительно сократить время в пути для жителей, переносится из-за протестов местных жителей и сложностей с переселением.",1
44,"Завершение работ по возведению нового корпуса школы откладывается из-за проблем с подрядчиками и нехваткой строительных материалов.",1
45,"Проект строительства нового бассейна, который должен был быть завершен в этом месяце, задерживается из-за проблем с получением разрешений и нехваткой квалифицированных рабочих.",1
46,"Запуск новой линии электропередач, который должен был улучшить энергоснабжение в регионе, откладывается на несколько месяцев из-за проблем с получением необходимых компонентов.",1
47,"Строительство нового парка развлечений, который должен был стать крупнейшим в области, задерживается из-за финансовых трудностей и необходимости доработки проектной документации.",1
48,"Ввод в эксплуатацию нового медицинского центра, который должен был начать прием пациентов в этом году, откладывается из-за задержек в получении лицензий и нехватки оборудования.",1
0,"Внезапные изменения в проекте привели к задержке открытия нового концертного зала, который должен был стать крупнейшим культурным объектом города.",1
1,"Из-за отсутствия необходимых документов открытие нового медицинского центра откладывается на неопределенный срок, хотя строительство было завершено еще год назад.",1
2,"Проблемы с финансированием и нехватка строительных материалов стали причиной задержки сдачи нового жилого комплекса в центре города.",1
3,"Запуск нового индустриального парка, который должен был создать сотни рабочих мест, откладывается из-за задержек в поставках оборудования и нехватки квалифицированных специалистов.",1
4,"Открытие нового торгового центра задерживается из-за проблем с пожарной безопасностью и необходимости проведения дополнительных проверок.",1
5,"Ввод в эксплуатацию нового спортивного комплекса, который должен был стать главным местом для тренировок сборных команд, откладывается из-за проблем с лицензированием оборудования.",1
6,"Завершение строительства нового кампуса университета задерживается из-за обнаруженных дефектов в конструкциях зданий и необходимости их устранения.",1
7,"Проблемы с поставками оборудования из-за рубежа стали причиной задержки ввода в эксплуатацию нового научно-исследовательского центра.",1
8,"Запуск новой линии трамвая, который должен был значительно улучшить транспортную инфраструктуру города, откладывается из-за протестов местных жителей и сложностей с переселением.",1
9,"Строительство нового делового центра затягивается из-за задержек в финансировании и необходимости внесения изменений в проектную документацию.",1
10,"Открытие нового аквапарка, который должен был стать крупнейшим в регионе, откладывается из-за проблем с получением разрешений и нехватки специалистов для монтажа оборудования.",1
11,"Завершение реконструкции старого здания музея откладывается из-за обнаружения скрытых дефектов и необходимости проведения дополнительных реставрационных работ.",1
12,"Ввод в эксплуатацию нового промышленного комплекса, который должен был начать работу в этом месяце, откладывается из-за задержек в поставках оборудования и нехватки рабочей силы.",1
13,"Запланированное открытие нового театрального центра переносится на следующий год из-за проблем с финансированием и необходимости доработки проектной документации.",1
14,"Проблемы с подрядчиками привели к задержке завершения строительства нового стадиона, который должен был принять первые соревнования уже этим летом.",1
15,"Открытие нового жилого квартала, который должен был принять первых жильцов уже этой осенью, откладывается из-за задержек в строительных работах и проблем с инженерными сетями.",1
16,"Завершение строительства нового торгово-развлекательного комплекса откладывается на несколько месяцев из-за проблем с получением лицензий и нехватки финансирования.",1
17,"Ввод в эксплуатацию нового парка отдыха, который должен был стать главным местом для семейного отдыха в городе, откладывается из-за задержек в строительных работах и необходимости доработки инфраструктуры.",1
18,"Запуск нового научного центра, который должен был стать основой для инновационных исследований, переносится из-за проблем с поставками оборудования и нехватки специалистов.",1
19,"Строительство нового моста через реку затягивается из-за обнаружения археологических находок и необходимости проведения дополнительных исследований.",1
20,"Открытие нового делового комплекса, который должен был стать крупнейшим в городе, откладывается из-за проблем с получением разрешений и нехватки финансирования.",1
21,"Завершение реконструкции исторического здания библиотеки откладывается на неопределенный срок из-за проблем с подрядчиками и необходимости дополнительных реставрационных работ.",1
22,"Запуск новой ветки метро, которая должна была соединить отдаленные районы города, переносится из-за протестов местных жителей и проблем с переселением.",1
23,"Строительство нового жилого дома в пригороде задерживается из-за необходимости пересмотра проектной документации и задержек в поставках строительных материалов.",1
24,"Ввод в эксплуатацию нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в строительных работах.",1
25,"Проблемы с поставками строительных материалов привели к задержке завершения строительства нового офисного здания, которое должно было стать штаб-квартирой крупной компании.",1
26,"Запуск нового терминала аэропорта, который должен был увеличить его пропускную способность, переносится из-за технических трудностей и задержек в поставках оборудования.",1
27,"Открытие нового учебного корпуса университета, строительство которого началось еще три года назад, задерживается из-за проблем с подрядчиками и необходимости пересмотра проектной документации.",1
28,"Завершение строительства нового жилого комплекса, который должен был принять первых жильцов в этом году, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
29,"Проблемы с финансированием привели к задержке завершения строительства нового музея современного искусства, который должен был стать главной достопримечательностью города.",1
30,"Открытие нового спортивного стадиона, на который так надеялись местные жители, переносится на следующий год из-за проблем с монтажом осветительного оборудования и проверки его безопасности.",1
31,"Запланированное открытие нового медицинского центра переносится на неопределенный срок из-за проблем с лицензированием медицинского оборудования и нехваткой квалифицированных кадров.",1
32,"Подрядчики столкнулись с непредвиденными трудностями при строительстве нового моста через реку, что вызвало значительные задержки в сроках завершения работ.",1
33,"Открытие нового культурного центра, который должен был стать значимым объектом для города, задерживается из-за необходимости доработки систем безопасности и получения дополнительных разрешений.",1
34,"Возведение нового терминала аэропорта идет с опозданием на несколько месяцев из-за трудностей с интеграцией новых систем управления и безопасности.",1
35,"Строительство нового жилого квартала откладывается из-за проблем с финансированием и сложностей с согласованием проектной документации.",1
36,"Запуск новой линии метро перенесен на следующий год из-за протестов местных жителей и необходимости пересмотра маршрута.",1
37,"Проблемы с поставкой строительных материалов привели к задержке завершения реконструкции старого здания городского совета.",1
38,"Строительство нового исследовательского центра отложено на неопределенный срок из-за необходимости проведения дополнительных изысканий и пересмотра проектной документации.",1
39,"Неожиданное увеличение стоимости строительных работ стало причиной задержки ввода в эксплуатацию нового спортивного комплекса.",1
40,"Открытие нового ботанического сада, который должен был стать уникальным объектом в регионе, откладывается на неопределенный срок из-за проблем с акклиматизацией растений.",1
41,"Завершение строительства нового вокзала затягивается из-за необходимости пересмотра проекта и задержек в поставках строительных материалов.",1
42,"Запуск новой фабрики по производству текстильной продукции перенесен из-за проблем с получением необходимых лицензий и нехваткой рабочей силы.",1
43,"Проблемы с финансированием привели к задержке завершения строительства нового аквапарка, который должен был открыться к летнему сезону.",1
44,"Открытие нового терминала аэропорта задерживается из-за технических трудностей и необходимости доработки систем безопасности.",1
45,"Строительство нового делового центра в центре города затягивается из-за проблем с подключением к инженерным сетям и задержек в поставках строительных материалов.",1
46,"Запуск новой линии метро, которая должна была значительно улучшить транспортную инфраструктуру города, откладывается из-за протестов местных жителей и сложностей с переселением.",1
47,"Ввод в эксплуатацию нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в строительных работах.",1
48,"Открытие нового детского сада, которое должно было начаться в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
49,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
0,"Строительство нового медицинского центра затягивается из-за проблем с поставками оборудования и нехватки квалифицированных специалистов.",1
1,"Открытие нового торгового центра, который должен был стать крупнейшим в регионе, откладывается из-за трудностей с получением разрешений и проблем с подрядчиками.",1
2,"Ввод в эксплуатацию нового спортивного стадиона, строительство которого началось три года назад, задерживается из-за технических неполадок и необходимости замены оборудования.",1
3,"Запланированное на этот месяц открытие нового жилого комплекса, включающего несколько многоэтажных зданий и парковую зону, задерживается на неопределенный срок из-за задержек в строительных работах и проблем с подрядчиками.",1
4,"Завершение строительства новой школы в микрорайоне откладывается на несколько месяцев из-за необходимости доработки проектной документации и получения дополнительных разрешений.",1
5,"Запуск новой линии электропередач, которая должна была значительно улучшить энергоснабжение в регионе, переносится на полгода из-за проблем с поставками оборудования и нехватки специалистов.",1
6,"Строительство нового моста через реку, начатое еще три года назад, затягивается из-за необходимости пересмотра проекта и обнаружения скрытых дефектов в конструкциях.",1
7,"Ввод в эксплуатацию нового спортивного комплекса, который должен был стать главным объектом для проведения городских соревнований, откладывается на следующий год из-за проблем с поставкой оборудования и нехватки финансирования.",1
8,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
9,"Строительство нового жилого квартала, включающего более десяти многоквартирных домов и всю необходимую инфраструктуру, затягивается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
10,"Запуск новой фабрики по производству мебели, строительство которой началось два года назад, откладывается из-за проблем с получением необходимых лицензий и нехваткой рабочей силы.",1
11,"Завершение реконструкции старого здания городской администрации откладывается на неопределенный срок из-за обнаружения скрытых дефектов и необходимости проведения дополнительных реставрационных работ.",1
12,"Открытие нового терминала аэропорта, который должен был увеличить его пропускную способность вдвое, задерживается из-за технических трудностей и необходимости доработки систем безопасности.",1
13,"Строительство нового делового центра в центре города затягивается из-за проблем с подключением к инженерным сетям и задержек в поставках строительных материалов.",1
14,"Запуск новой линии метро, которая должна была значительно улучшить транспортную инфраструктуру города, откладывается из-за протестов местных жителей и сложностей с переселением.",1
15,"Ввод в эксплуатацию нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в строительных работах.",1
16,"Открытие нового детского сада, которое должно было начаться в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
17,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
18,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
19,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
20,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
21,"Запланированное открытие нового музея, который должен был стать главной достопримечательностью города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
22,"Завершение строительства нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
23,"Запуск нового промышленного предприятия, которое должно было создать множество рабочих мест, переносится на следующий год из-за проблем с получением разрешений и нехваткой рабочей силы.",1
24,"Строительство нового моста через реку задерживается из-за обнаружения археологических находок и необходимости проведения дополнительных исследований.",1
25,"Ввод в эксплуатацию нового торгового комплекса, который должен был стать крупнейшим в регионе, откладывается из-за проблем с подрядчиками и задержек в строительных работах.",1
26,"Открытие нового детского сада, который должен был начать работу в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
27,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
28,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
29,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
30,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
31,"Неожиданные проблемы с поставками материалов стали причиной задержки завершения строительства нового жилого комплекса на несколько месяцев.",1
32,"Строительство нового исследовательского центра откладывается из-за необходимости доработки проектной документации и получения дополнительных согласований от властей.",1
33,"Запуск нового терминала аэропорта, который должен был значительно увеличить пропускную способность, переносится из-за технических трудностей и задержек в поставках оборудования.",1
34,"Завершение строительства нового корпуса больницы, который должен был начать прием пациентов уже в этом месяце, откладывается из-за задержек в строительных работах и необходимости доработок.",1
35,"Ввод в эксплуатацию нового общежития для студентов университета задерживается из-за проблем с получением разрешений и нехваткой рабочих.",1
36,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на следующий год из-за проблем с подрядчиками и задержек в поставках материалов.",1
37,"Строительство нового жилого комплекса в пригороде затягивается из-за необходимости пересмотра проектной документации и задержек в поставках строительных материалов.",1
38,"Запуск нового логистического центра, который должен был начать работу в следующем месяце, откладывается из-за проблем с получением разрешений и нехваткой рабочей силы.",1
39,"Завершение реконструкции старого здания городской администрации откладывается на несколько месяцев из-за необходимости проведения дополнительных реставрационных работ и проблем с подрядчиками.",1
40,"Ввод в эксплуатацию нового промышленного комплекса, который должен был создать множество рабочих мест, откладывается на неопределенный срок из-за проблем с получением разрешений и нехваткой финансирования.",1
41,"Открытие нового жилого дома, который должен был принять первых жильцов уже этой весной, задерживается из-за проблем с подключением к инженерным сетям и задержек в строительных работах.",1
42,"Строительство нового бизнес-центра, который должен был стать крупнейшим в городе, затягивается из-за проблем с получением разрешений и нехваткой рабочих.",1
43,"Запуск новой ветки метро, который должен был значительно сократить время в пути для жителей, переносится из-за протестов местных жителей и сложностей с переселением.",1
44,"Завершение работ по возведению нового корпуса школы откладывается из-за проблем с подрядчиками и нехваткой строительных материалов.",1
45,"Проект строительства нового бассейна, который должен был быть завершен в этом месяце, задерживается из-за проблем с получением разрешений и нехваткой квалифицированных рабочих.",1
46,"Запуск новой линии электропередач, который должен был улучшить энергоснабжение в регионе, откладывается на несколько месяцев из-за проблем с получением необходимых компонентов.",1
47,"Строительство нового парка развлечений, который должен был стать крупнейшим в области, задерживается из-за финансовых трудностей и необходимости доработки проектной документации.",1
48,"Ввод в эксплуатацию нового медицинского центра, который должен был начать прием пациентов в этом году, откладывается из-за задержек в получении лицензий и нехватки оборудования.",1